quarter cycle,t,V_drive,i,i_m,v_C
1,2.349999999999997E-05,0,46.847162175137996,3.8412683864408175,100.72406891039813
1,2.359999999999997E-05,0,46.551639362875854,3.874521897073278,101.14569532009124
1,2.369999999999997E-05,0,46.25605109116764,3.9078557805609386,101.56409843250107
1,2.379999999999997E-05,0,45.96040359528209,3.9412691150040726,101.97927681789918
1,2.3899999999999968E-05,0,45.664703097757176,3.9747609789289924,102.39122911672543
1,2.3999999999999967E-05,0,45.36895580829942,4.0083304513062314,102.79995403945904
1,2.4099999999999966E-05,0,45.07316792368365,4.041976611568675,103.20545036648838
1,2.4199999999999965E-05,0,44.7773456276533,4.075698539629639,103.6077169479797
1,2.4299999999999964E-05,0,44.481495090821156,4.109495315900903,104.00675270374464
1,2.4399999999999963E-05,0,44.18562247057065,4.143366021310687,104.4025566231066
1,2.4499999999999962E-05,0,43.8897339109576,4.177309737321582,104.79512776476602
1,2.459999999999996E-05,0,43.59383554261248,4.211325545948424,105.18446525666441
1,2.469999999999996E-05,0,43.29793348264316,4.2454125297761225,105.5705682958474
1,2.479999999999996E-05,0,43.00203383453818,4.2795697719774335,105.95343614832649
1,2.4899999999999958E-05,0,42.7061426880705,4.31379635633068,106.33306814893983
1,2.4999999999999957E-05,0,42.41026611920174,4.348091367237422,106.70946370121179
1,2.5099999999999956E-05,0,42.11441018998695,4.382453889740074,107.08262227721144
1,2.5199999999999955E-05,0,41.81858094847988,4.41688300953947,107.45254341740994
1,2.5299999999999954E-05,0,41.52278442863871,4.451377813012371,107.81922673053681
1,2.5399999999999953E-05,0,41.22702665023235,4.485937387228927,108.18267189343511
1,2.5499999999999952E-05,0,40.931313618747176,4.520560819970079,108.54287865091554
1,2.559999999999995E-05,0,40.63565132529434,4.55524719974491,108.89984681560944
1,2.569999999999995E-05,0,40.340045746517525,4.589995615807941,109.2535762678207
1,2.579999999999995E-05,0,40.04450284450126,4.624805158176373,109.60406695537668
1,2.589999999999995E-05,0,39.749028566679684,4.659674917647278,109.9513188934779
1,2.5999999999999948E-05,0,39.45362884574588,4.694603985814728,110.29533216454685
1,2.6099999999999947E-05,0,39.15830959956168,4.729591455086876,110.63610691807558
1,2.6199999999999946E-05,0,38.863076731068,4.764636418702977,110.9736433704724
1,2.6299999999999945E-05,0,38.56793612819564,4.799737970750356,111.30794180490736
1,2.6399999999999944E-05,0,38.272893663776685,4.834895206181322,111.63900257115682
1,2.6499999999999943E-05,0,37.977955195456325,4.870107220830022,111.96682608544697
