cycle,t,i,i_m,v_C
54,0.0008495,-2.729302817,2.034408656,60.74101544
54,0.0008496,-3.406164778,2.050912794,60.69431239
54,0.0008497,-4.081331987,2.067323655,60.64081163
54,0.0008498,-4.754795815,2.083639536,60.58053069
54,0.0008499,-5.426547688,2.099858743,60.51348721
54,0.00085,-6.096579085,2.115979585,60.43969891
54,0.0008501,-6.76488154,2.132000379,60.35918363
54,0.0008502,-7.431446643,2.147919447,60.2719593
54,0.0008503,-8.096266035,2.163735119,60.17804394
54,0.0008504,-8.759331416,2.179445729,60.0774557
54,0.0008505,-9.420634538,2.195049618,59.97021278
54,0.0008506,-10.08016721,2.210545135,59.85633353
54,0.0008507,-10.73792129,2.225930634,59.73583635
54,0.0008508,-11.3938887,2.241204473,59.60873976
54,0.0008509,-12.0480614,2.256365021,59.47506238
54,0.000851,-12.70043143,2.271410649,59.3348229
54,0.0008511,-13.35099087,2.286339737,59.18804014
54,0.0008512,-13.99973186,2.30115067,59.03473297
54,0.0008513,-14.64664658,2.315841841,58.8749204
54,0.0008514,-15.29172728,2.330411647,58.70862149
54,0.0008515,-15.93496627,2.344858495,58.53585542
54,0.0008516,-16.5763559,2.359180794,58.35664146
54,0.0008517,-17.21588859,2.373376963,58.17099894
54,0.0008518,-17.8535568,2.387445426,57.97894732
54,0.0008519,-18.48935305,2.401384614,57.78050612
54,0.000852,-19.12326993,2.415192963,57.57569497
54,0.0008521,-19.75530006,2.428868919,57.36453356
54,0.0008522,-20.38543614,2.442410931,57.14704171
54,0.0008523,-21.01367091,2.455817456,56.92323929
54,0.0008524,-21.63999717,2.469086959,56.69314627
54,0.0008525,-22.26440777,2.482217908,56.4567827
54,0.0008526,-22.88689563,2.495208781,56.21416872
54,0.0008527,-23.50745371,2.508058062,55.96532456
54,0.0008528,-24.12607504,2.520764241,55.71027052
54,0.0008529,-24.74275268,2.533325814,55.449027
54,0.000853,-25.35747978,2.545741285,55.18161446
54,0.0008531,-25.97024952,2.558009165,54.90805347
54,0.0008532,-26.58105514,2.57012797,54.62836466
54,0.0008533,-27.18988995,2.582096223,54.34256875
54,0.0008534,-27.7967473,2.593912457,54.05068653
54,0.0008535,-28.40162059,2.605575207,53.75273889
54,0.0008536,-29.00450331,2.617083019,53.44874677
54,0.0008537,-29.60538896,2.628434442,53.13873122
54,0.0008538,-30.20427112,2.639628035,52.82271334
54,0.0008539,-30.80114344,2.650662361,52.50071433
54,0.000854,-31.39599959,2.661535994,52.17275545
54,0.0008541,-31.98883332,2.67224751,51.83885804
54,0.0008542,-32.57963844,2.682795495,51.49904353
54,0.0008543,-33.1684088,2.69317854,51.15333339
54,0.0008544,-33.7551383,2.703395246,50.8017492
54,0.0008545,-34.33982092,2.713444218,50.4443126
54,0.0008546,-34.92245069,2.723324068,50.08104529
54,0.0008547,-35.50302167,2.733033416,49.71196907
54,0.0008548,-36.081528,2.742570889,49.33710578
54,0.0008549,-36.65796388,2.751935121,48.95647736
54,0.000855,-37.23232355,2.761124752,48.5701058
54,0.0008551,-37.80460131,2.770138431,48.17801317
54,0.0008552,-38.37479152,2.778974811,47.78022161
54,0.0008553,-38.94288859,2.787632554,47.37675331
54,0.0008554,-39.50888699,2.79611033,46.96763055
54,0.0008555,-40.07278124,2.804406813,46.55287568
54,0.0008556,-40.63456592,2.812520687,46.13251109
54,0.0008557,-41.19423568,2.820450642,45.70655926
54,0.0008558,-41.75178519,2.828195375,45.27504273
54,0.0008559,-42.30720921,2.835753589,44.83798409
54,0.000856,-42.86050254,2.843123996,44.39540603
54,0.0008561,-43.41166003,2.850305315,43.94733126
54,0.0008562,-43.96067661,2.85729627,43.49378258
54,0.0008563,-44.50754723,2.864095594,43.03478284
54,0.0008564,-45.05226693,2.870702027,42.57035497
54,0.0008565,-45.59483078,2.877114317,42.10052194
54,0.0008566,-46.13523391,2.883331216,41.6253068
54,0.0008567,-46.67347153,2.889351486,41.14473263
54,0.0008568,-47.20953887,2.895173895,40.6588226
54,0.0008569,-47.74343123,2.90079722,40.16759992
54,0.000857,-48.27514398,2.906220242,39.67108788
54,0.0008571,-48.80467253,2.911441752,39.1693098
54,0.0008572,-49.33201234,2.916460547,38.66228907
54,0.0008573,-49.85715893,2.921275432,38.15004914
54,0.0008574,-50.38010789,2.925885218,37.63261351
54,0.0008575,-50.90085485,2.930288724,37.11000573
54,0.0008576,-51.41939549,2.934484777,36.58224943
54,0.0008577,-51.93572556,2.938472209,36.04936825
54,0.0008578,-52.44984086,2.942249862,35.51138591
54,0.0008579,-52.96173725,2.945816583,34.9683262
54,0.000858,-53.47141062,2.949171228,34.42021293
54,0.0008581,-53.97885695,2.95231266,33.86706997
54,0.0008582,-54.48407226,2.955239748,33.30892125
54,0.0008583,-54.98705261,2.957951369,32.74579074
54,0.0008584,-55.48779414,2.960446409,32.17770246
54,0.0008585,-55.98629302,2.962723758,31.6046805
54,0.0008586,-56.48254551,2.964782316,31.02674896
54,0.0008587,-56.97654789,2.96662099,30.44393202
54,0.0008588,-57.46829651,2.968238694,29.8562539
54,0.0008589,-57.95778777,2.969634348,29.26373884
54,0.000859,-58.44501813,2.970806881,28.66641118
54,0.0008591,-58.9299841,2.971755229,28.06429524
54,0.0008592,-59.41268224,2.972478336,27.45741545
54,0.0008593,-59.89310919,2.972975151,26.84579623
55,0.0008594,-59.79983303,2.973244634,26.22946207
55,0.0008595,-59.7056255,2.973351814,25.61403974
55,0.0008596,-59.61049061,2.973297076,24.99953996
55,0.0008597,-59.5144324,2.973080803,24.38597341
55,0.0008598,-59.41745491,2.972703384,23.77335073
55,0.0008599,-59.31956219,2.972165208,23.16168252
55,0.00086,-59.2207583,2.971466667,22.55097931
55,0.0008601,-59.12104733,2.970608157,21.94125161
55,0.0008602,-59.02043334,2.969590074,21.33250989
55,0.0008603,-58.91892043,2.968412819,20.72476456
55,0.0008604,-58.8165127,2.967076794,20.118026
55,0.0008605,-58.71321427,2.965582402,19.51230453
55,0.0008606,-58.60902925,2.963930052,18.90761045
55,0.0008607,-58.50396177,2.962120151,18.30395399
55,0.0008608,-58.39801597,2.960153112,17.70134534
55,0.0008609,-58.29119599,2.958029349,17.09979466
55,0.000861,-58.183506,2.955749277,16.49931206
55,0.0008611,-58.07495015,2.953313316,15.8999076
55,0.0008612,-57.96553263,2.950721886,15.30159129
55,0.0008613,-57.8552576,2.947975411,14.70437311
55,0.0008614,-57.74412927,2.945074315,14.10826298
55,0.0008615,-57.63215183,2.942019027,13.51327079
55,0.0008616,-57.51932949,2.938809976,12.91940637
55,0.0008617,-57.40566646,2.935447595,12.32667951
55,0.0008618,-57.29116697,2.931932317,11.73509996
55,0.0008619,-57.17583525,2.928264579,11.14467742
55,0.000862,-57.05967553,2.924444821,10.55542154
55,0.0008621,-56.94269206,2.920473482,9.967341927
55,0.0008622,-56.8248891,2.916351007,9.380448147
55,0.0008623,-56.70627091,2.912077839,8.794749715
55,0.0008624,-56.58684175,2.907654427,8.210256099
55,0.0008625,-56.46660591,2.90308122,7.626976725
55,0.0008626,-56.34556767,2.898358669,7.044920969
55,0.0008627,-56.22373131,2.893487228,6.464098162
55,0.0008628,-56.10110114,2.888467353,5.884517588
55,0.0008629,-55.97768145,2.883299501,5.306188485
55,0.000863,-55.85347657,2.877984132,4.729120044
55,0.0008631,-55.7284908,2.872521708,4.15332141
55,0.0008632,-55.60272848,2.866912693,3.578801679
55,0.0008633,-55.47619393,2.861157553,3.005569903
55,0.0008634,-55.34889149,2.855256755,2.433635085
55,0.0008635,-55.2208255,2.849210769,1.863006181
55,0.0008636,-55.09200031,2.843020067,1.293692099
55,0.0008637,-54.96242029,2.836685122,0.725701704
55,0.0008638,-54.83208978,2.830206411,0.159043807
55,0.0008639,-54.70101316,2.823584411,-0.406272822
55,0.000864,-54.56919479,2.8168196,-0.970239465
55,0.0008641,-54.43663907,2.809912461,-1.532847449
55,0.0008642,-54.30335037,2.802863477,-2.09408815
55,0.0008643,-54.16933308,2.795673133,-2.653952992
55,0.0008644,-54.03459159,2.788341915,-3.212433445
55,0.0008645,-53.89913031,2.780870313,-3.769521028
55,0.0008646,-53.76295364,2.773258816,-4.325207309
55,0.0008647,-53.626066,2.765507918,-4.879483902
55,0.0008648,-53.48847179,2.757618112,-5.432342469
55,0.0008649,-53.35017543,2.749589894,-5.983774723
55,0.000865,-53.21118136,2.741423763,-6.533772423
55,0.0008651,-53.07149399,2.733120216,-7.082327375
55,0.0008652,-52.93111777,2.724679756,-7.629431436
55,0.0008653,-52.79005712,2.716102886,-8.175076509
55,0.0008654,-52.6483165,2.707390109,-8.719254549
55,0.0008655,-52.50590035,2.698541933,-9.261957555
55,0.0008656,-52.36281311,2.689558864,-9.803177577
55,0.0008657,-52.21905925,2.680441413,-10.34290671
55,0.0008658,-52.07464322,2.671190091,-10.88113711
55,0.0008659,-51.92956949,2.661805411,-11.41786097
55,0.000866,-51.78384251,2.652287887,-11.95307053
55,0.0008661,-51.63746676,2.642638035,-12.48675808
55,0.0008662,-51.49044671,2.632856373,-13.01891597
55,0.0008663,-51.34278684,2.62294342,-13.54953659
55,0.0008664,-51.19449162,2.612899697,-14.07861237
55,0.0008665,-51.04556554,2.602725726,-14.60613582
55,0.0008666,-50.89601309,2.592422031,-15.13209946
55,0.0008667,-50.74583875,2.581989138,-15.65649588
55,0.0008668,-50.59504701,2.571427573,-16.17931772
55,0.0008669,-50.44364237,2.560737865,-16.70055767
55,0.000867,-50.29162932,2.549920543,-17.22020846
55,0.0008671,-50.13901237,2.53897614,-17.73826287
55,0.0008672,-49.98579601,2.527905187,-18.25471374
55,0.0008673,-49.83198475,2.516708218,-18.76955394
55,0.0008674,-49.6775831,2.505385771,-19.28277642
55,0.0008675,-49.52259556,2.49393838,-19.79437416
55,0.0008676,-49.36702665,2.482366585,-20.30434018
55,0.0008677,-49.21088087,2.470670926,-20.81266756
55,0.0008678,-49.05416275,2.458851943,-21.31934944
55,0.0008679,-48.89687679,2.44691018,-21.824379
55,0.000868,-48.73902752,2.434846179,-22.32774946
55,0.0008681,-48.58061946,2.422660487,-22.8294541
55,0.0008682,-48.42165712,2.410353648,-23.32948626
55,0.0008683,-48.26214503,2.397926212,-23.8278393
55,0.0008684,-48.10208772,2.385378727,-24.32450667
55,0.0008685,-47.9414897,2.372711743,-24.81948183
55,0.0008686,-47.78035551,2.359925812,-25.31275832
55,0.0008687,-47.61868967,2.347021486,-25.8043297
55,0.0008688,-47.4564967,2.333999319,-26.29418961
55,0.0008689,-47.29378115,2.320859867,-26.78233173
55,0.000869,-47.13054753,2.307603686,-27.26874978
55,0.0008691,-46.96680037,2.294231333,-27.75343754
55,0.0008692,-46.80254421,2.280743366,-28.23638883
55,0.0008693,-46.63778358,2.267140347,-28.71759753
55,0.0008694,-46.47252302,2.253422835,-29.19705757
55,0.0008695,-46.30676704,2.239591392,-29.67476292
55,0.0008696,-46.14052018,2.225646583,-30.15070761
55,0.0008697,-45.97378698,2.21158897,-30.62488572
55,0.0008698,-45.80657196,2.197419119,-31.09729136
55,0.0008699,-45.63887966,2.183137597,-31.56791873
55,0.00087,-45.47071461,2.168744971,-32.03676203
55,0.0008701,-45.30208133,2.15424181,-32.50381556
55,0.0008702,-45.13298437,2.139628682,-32.96907363
55,0.0008703,-44.96342825,2.124906158,-33.43253062
55,0.0008704,-44.79341749,2.110074811,-33.89418096
55,0.0008705,-44.62295664,2.095135211,-34.35401912
55,0.0008706,-44.45205021,2.080087933,-34.81203963
55,0.0008707,-44.28070273,2.064933551,-35.26823706
55,0.0008708,-44.10891873,2.04967264,-35.72260604
55,0.0008709,-43.93670273,2.034305776,-36.17514125
55,0.000871,-43.76405926,2.018833537,-36.62583741
55,0.0008711,-43.59099285,2.0032565,-37.0746893
55,0.0008712,-43.417508,1.987575245,-37.52169175
55,0.0008713,-43.24360924,1.97179035,-37.96683962
55,0.0008714,-43.06930109,1.955902397,-38.41012785
55,0.0008715,-42.89458807,1.939911967,-38.85155142
55,0.0008716,-42.71947469,1.923819641,-39.29110534
55,0.0008717,-42.54396546,1.907626004,-39.7287847
55,0.0008718,-42.3680649,1.891331639,-40.16458461
55,0.0008719,-42.19177751,1.874937131,-40.59850026
55,0.000872,-42.0151078,1.858443064,-41.03052688
55,0.0008721,-41.83806028,1.841850026,-41.46065973
55,0.0008722,-41.66063944,1.825158602,-41.88889414
55,0.0008723,-41.4828498,1.808369381,-42.3152255
55,0.0008724,-41.30469584,1.791482951,-42.73964922
55,0.0008725,-41.12618207,1.7744999,-43.16216077
55,0.0008726,-40.94731297,1.757420819,-43.58275569
55,0.0008727,-40.76809304,1.740246298,-44.00142955
55,0.0008728,-40.58852676,1.722976927,-44.41817798
55,0.0008729,-40.40861862,1.705613299,-44.83299664
55,0.000873,-40.2283731,1.688156005,-45.24588127
55,0.0008731,-40.04779467,1.670605639,-45.65682763
55,0.0008732,-39.86688782,1.652962794,-46.06583156
55,0.0008733,-39.68565702,1.635228064,-46.47288892
55,0.0008734,-39.50410673,1.617402044,-46.87799563
55,0.0008735,-39.32224142,1.599485329,-47.28114768
55,0.0008736,-39.14006556,1.581478514,-47.68234108
55,0.0008737,-38.95758359,1.563382196,-48.0815719
55,0.0008738,-38.77479999,1.545196972,-48.47883627
55,0.0008739,-38.59171919,1.526923439,-48.87413036
55,0.000874,-38.40834564,1.508562195,-49.26745039
55,0.0008741,-38.2246838,1.490113838,-49.65879262
55,0.0008742,-38.04073809,1.471578966,-50.04815338
55,0.0008743,-37.85651296,1.45295818,-50.43552904
55,0.0008744,-37.67201283,1.434252078,-50.82091601
55,0.0008745,-37.48724214,1.415461261,-51.20431077
55,0.0008746,-37.3022053,1.396586329,-51.58570982
55,0.0008747,-37.11690674,1.377627882,-51.96510974
55,0.0008748,-36.93135086,1.358586523,-52.34250714
55,0.0008749,-36.74554209,1.339462853,-52.71789868
55,0.000875,-36.55948481,1.320257473,-53.09128108
56,0.0008751,-35.80175487,1.300970987,-53.4626511
56,0.0008752,-35.04513165,1.281670062,-53.82640332
56,0.0008753,-34.28962677,1.262356711,-54.18254843
56,0.0008754,-33.53525183,1.243032943,-54.53109729
56,0.0008755,-32.78201834,1.22370076,-54.87206086
56,0.0008756,-32.0299378,1.204362163,-55.20545027
56,0.0008757,-31.27902163,1.185019144,-55.53127674
56,0.0008758,-30.52928121,1.165673693,-55.84955165
56,0.0008759,-29.78072789,1.146327795,-56.1602865
56,0.000876,-29.03337294,1.12698343,-56.46349293
56,0.0008761,-28.2872276,1.107642573,-56.7591827
56,0.0008762,-27.54230305,1.088307194,-57.0473677
56,0.0008763,-26.79861043,1.068979258,-57.32805996
56,0.0008764,-26.05616081,1.049660727,-57.60127162
56,0.0008765,-25.31496524,1.030353555,-57.86701497
56,0.0008766,-24.57503469,1.011059693,-58.12530241
56,0.0008767,-23.8363801,0.991781088,-58.37614647
56,0.0008768,-23.09901235,0.972519679,-58.61955981
56,0.0008769,-22.36294227,0.953277403,-58.85555523
56,0.000877,-21.62818065,0.93405619,-59.08414562
56,0.0008771,-20.8947382,0.914857965,-59.30534402
56,0.0008772,-20.1626256,0.895684648,-59.51916359
56,0.0008773,-19.43185349,0.876538156,-59.72561761
56,0.0008774,-18.70243244,0.857420398,-59.92471949
56,0.0008775,-17.97437298,0.838333278,-60.11648275
56,0.0008776,-17.24768557,0.819278697,-60.30092105
56,0.0008777,-16.52238063,0.800258548,-60.47804815
56,0.0008778,-15.79846855,0.781274721,-60.64787794
56,0.0008779,-15.07595962,0.7623291,-60.81042445
56,0.000878,-14.35486412,0.743423562,-60.96570179
56,0.0008781,-13.63519227,0.724559981,-61.11372421
56,0.0008782,-12.91695422,0.705740224,-61.2545061
56,0.0008783,-12.20016008,0.686966154,-61.38806193
56,0.0008784,-11.48481991,0.668239627,-61.5144063
56,0.0008785,-10.77094371,0.649562495,-61.63355394
56,0.0008786,-10.05854143,0.630936602,-61.74551969
56,0.0008787,-9.347622985,0.61236379,-61.8503185
56,0.0008788,-8.638198206,0.593845894,-61.94796542
56,0.0008789,-7.930276892,0.575384741,-62.03847566
56,0.000879,-7.223868783,0.556982156,-62.1218645
56,0.0008791,-6.518983568,0.538639956,-62.19814735
56,0.0008792,-5.815630881,0.520359954,-62.26733974
56,0.0008793,-5.113820305,0.502143956,-62.3294573
56,0.0008794,-4.413561369,0.483993763,-62.38451577
56,0.0008795,-3.714863548,0.465911169,-62.43253102
56,0.0008796,-3.017736264,0.447897965,-62.473519
56,0.0008797,-2.322188886,0.429955934,-62.50749581
56,0.0008798,-1.62823073,0.412086853,-62.53447762
56,0.0008799,-0.935871058,0.394292494,-62.55448074
56,0.00088,-0.245119078,0.376574624,-62.56752156
56,0.0008801,0.444016056,0.358935002,-62.57361659
56,0.0008802,1.131525243,0.341375383,-62.57278246
56,0.0008803,1.817399436,0.323897515,-62.5650359
56,0.0008804,2.501629641,0.306503141,-62.55039372
56,0.0008805,3.18420692,0.289193996,-62.52887287
56,0.0008806,3.865122388,0.271971812,-62.50049039
56,0.0008807,4.544367213,0.254838313,-62.46526343
56,0.0008808,5.221932618,0.237795217,-62.42320922
56,0.0008809,5.897809882,0.220844236,-62.37434513
56,0.000881,6.571990335,0.203987077,-62.3186886
56,0.0008811,7.244465364,0.18722544,-62.2562572
56,0.0008812,7.915226408,0.170561019,-62.18706857
56,0.0008813,8.584264963,0.153995502,-62.11114048
56,0.0008814,9.251572578,0.137530571,-62.02849078
56,0.0008815,9.917140857,0.121167901,-61.93913743
56,0.0008816,10.58096146,0.104909161,-61.84309848
56,0.0008817,11.24302609,0.088756015,-61.74039208
56,0.0008818,11.90332653,0.072710119,-61.63103649
56,0.0008819,12.5618546,0.056773125,-61.51505006
56,0.000882,13.21860217,0.040946676,-61.39245122
56,0.0008821,13.87356117,0.02523241,-61.26325852
56,0.0008822,14.52672359,0.009631959,-61.12749059
56,0.0008823,15.17808148,-0.005853051,-60.98516616
56,0.0008824,15.82762693,-0.021221003,-60.83630406
56,0.0008825,16.4753521,-0.036470282,-60.6809232
56,0.0008826,17.12124918,-0.051599283,-60.51904258
56,0.0008827,17.76531044,-0.066606406,-60.35068132
56,0.0008828,18.40752821,-0.081490058,-60.17585861
56,0.0008829,19.04789485,-0.096248653,-59.99459373
56,0.000883,19.68640279,-0.110880609,-59.80690604
56,0.0008831,20.32304451,-0.125384352,-59.61281503
56,0.0008832,20.95781255,-0.139758317,-59.41234024
56,0.0008833,21.5906995,-0.154000941,-59.20550131
56,0.0008834,22.22169802,-0.16811067,-58.99231797
56,0.0008835,22.85080081,-0.182085957,-58.77281004
56,0.0008836,23.47800062,-0.195925261,-58.54699743
56,0.0008837,24.10329027,-0.209627047,-58.31490011
56,0.0008838,24.72666264,-0.223189787,-58.07653818
56,0.0008839,25.34811064,-0.23661196,-57.83193178
56,0.000884,25.96762727,-0.249892051,-57.58110117
56,0.0008841,26.58520555,-0.263028553,-57.32406667
56,0.0008842,27.20083857,-0.276019965,-57.06084868
56,0.0008843,27.8145195,-0.288864791,-56.79146772
56,0.0008844,28.42624152,-0.301561544,-56.51594434
56,0.0008845,29.03599791,-0.314108743,-56.23429922
56,0.0008846,29.64378197,-0.326504913,-55.94655307
56,0.0008847,30.24958707,-0.338748588,-55.65272673
56,0.0008848,30.85340664,-0.350838305,-55.35284109
56,0.0008849,31.45523416,-0.362772612,-55.04691712
56,0.000885,32.05506318,-0.374550062,-54.73497587
56,0.0008851,32.65288727,-0.386169212,-54.41703849
56,0.0008852,33.24870009,-0.397628631,-54.09312617
56,0.0008853,33.84249535,-0.408926892,-53.7632602
56,0.0008854,34.4342668,-0.420062575,-53.42746194
56,0.0008855,35.02400826,-0.431034266,-53.08575283
56,0.0008856,35.6117136,-0.441840561,-52.73815438
56,0.0008857,36.19737675,-0.452480059,-52.38468816
56,0.0008858,36.78099169,-0.462951369,-52.02537584
56,0.0008859,37.36255246,-0.473253106,-51.66023914
56,0.000886,37.94205315,-0.48338389,-51.28929987
56,0.0008861,38.51948792,-0.493342352,-50.9125799
56,0.0008862,39.09485096,-0.503127126,-50.53010117
56,0.0008863,39.66813654,-0.512736855,-50.1418857
56,0.0008864,40.23933897,-0.52217019,-49.74795557
56,0.0008865,40.80845264,-0.531425786,-49.34833293
56,0.0008866,41.37547196,-0.540502307,-48.94304
56,0.0008867,41.94039141,-0.549398424,-48.53209908
56,0.0008868,42.50320555,-0.558112815,-48.11553251
56,0.0008869,43.06390896,-0.566644164,-47.69336273
56,0.000887,43.6224963,-0.574991165,-47.2656122
56,0.0008871,44.17896227,-0.583152514,-46.8323035
56,0.0008872,44.73330162,-0.591126919,-46.39345924
56,0.0008873,45.28550919,-0.598913094,-45.9491021
56,0.0008874,45.83557984,-0.606509757,-45.49925482
56,0.0008875,46.38350851,-0.613915637,-45.04394022
56,0.0008876,46.92929016,-0.621129468,-44.58318116
56,0.0008877,47.47291985,-0.628149992,-44.11700057
56,0.0008878,48.01439268,-0.634975958,-43.64542146
56,0.0008879,48.55370378,-0.641606122,-43.16846686
56,0.000888,49.09084836,-0.648039247,-42.6861599
56,0.0008881,49.6258217,-0.654274103,-42.19852375
56,0.0008882,50.1586191,-0.660309469,-41.70558163
56,0.0008883,50.68923593,-0.666144129,-41.20735684
56,0.0008884,51.21766763,-0.671776875,-40.70387273
56,0.0008885,51.74390967,-0.677206506,-40.19515268
56,0.0008886,52.26795759,-0.682431828,-39.68122017
56,0.0008887,52.78980699,-0.687451657,-39.16209871
56,0.0008888,53.30945352,-0.692264812,-38.63781186
56,0.0008889,53.82689288,-0.696870121,-38.10838324
56,0.000889,54.34212082,-0.701266421,-37.57383655
56,0.0008891,54.85513316,-0.705452554,-37.0341955
56,0.0008892,55.36592577,-0.70942737,-36.48948387
56,0.0008893,55.87449458,-0.713189726,-35.93972551
56,0.0008894,56.38083556,-0.716738488,-35.38494429
56,0.0008895,56.88494474,-0.720072527,-34.82516415
56,0.0008896,57.38681822,-0.723190722,-34.26040908
56,0.0008897,57.88645214,-0.726091959,-33.69070311
56,0.0008898,58.38384269,-0.728775134,-33.11607033
56,0.0008899,58.87898614,-0.731239146,-32.53653486
56,0.00089,59.37187878,-0.733482905,-31.95212088
56,0.0008901,59.86251698,-0.735505327,-31.36285263
56,0.0008902,60.35089716,-0.737305334,-30.76875437
56,0.0008903,60.83701579,-0.738881858,-30.16985043
56,0.0008904,61.3208694,-0.740233836,-29.56616516
56,0.0008905,61.80245456,-0.741360213,-28.95772297
56,0.0008906,62.28176791,-0.742259943,-28.34454831
57,0.0008907,62.18737758,-0.742931985,-27.72666569
57,0.0008908,62.09205529,-0.743441373,-27.10970187
57,0.0008909,61.99580508,-0.743788491,-26.49366759
57,0.000891,61.89863101,-0.743973727,-25.87857353
57,0.0008911,61.80053712,-0.74399747,-25.26443035
57,0.0008912,61.70152749,-0.743860112,-24.65124864
57,0.0008913,61.60160619,-0.743562047,-24.03903895
57,0.0008914,61.50077731,-0.743103672,-23.42781181
57,0.0008915,61.39904494,-0.742485387,-22.81757769
57,0.0008916,61.2964132,-0.741707594,-22.208347
57,0.0008917,61.19288619,-0.740770696,-21.60013013
57,0.0008918,61.08846804,-0.7396751,-20.99293741
57,0.0008919,60.98316289,-0.738421216,-20.38677915
57,0.000892,60.87697488,-0.737009454,-19.78166558
57,0.0008921,60.76990817,-0.735440228,-19.17760691
57,0.0008922,60.6619669,-0.733713954,-18.5746133
57,0.0008923,60.55315526,-0.73183105,-17.97269486
57,0.0008924,60.44347743,-0.729791938,-17.37186166
57,0.0008925,60.33293758,-0.727597039,-16.77212372
57,0.0008926,60.22153992,-0.725246779,-16.17349103
57,0.0008927,60.10928865,-0.722741586,-15.57597351
57,0.0008928,59.99618799,-0.72008189,-14.97958106
57,0.0008929,59.88224215,-0.717268121,-14.38432351
57,0.000893,59.76745537,-0.714300716,-13.79021067
57,0.0008931,59.65183188,-0.711180109,-13.19725227
57,0.0008932,59.53537593,-0.707906739,-12.60545804
57,0.0008933,59.41809177,-0.704481048,-12.01483762
57,0.0008934,59.29998365,-0.700903478,-11.42540063
57,0.0008935,59.18105586,-0.697174474,-10.83715664
57,0.0008936,59.06131266,-0.693294484,-10.25011517
57,0.0008937,58.94075834,-0.689263956,-9.664285684
57,0.0008938,58.81939719,-0.685083343,-9.079677622
57,0.0008939,58.6972335,-0.680753098,-8.496300362
57,0.000894,58.57427158,-0.676273677,-7.914163238
57,0.0008941,58.45051574,-0.671645537,-7.333275539
57,0.0008942,58.32597031,-0.666869139,-6.753646507
57,0.0008943,58.20063959,-0.661944943,-6.175285336
57,0.0008944,58.07452793,-0.656873414,-5.598201174
57,0.0008945,57.94763967,-0.651655018,-5.022403122
57,0.0008946,57.81997914,-0.646290223,-4.447900233
57,0.0008947,57.69155071,-0.640779498,-3.874701513
57,0.0008948,57.56235871,-0.635123316,-3.302815923
57,0.0008949,57.43240753,-0.62932215,-2.732252374
57,0.000895,57.30170153,-0.623376476,-2.16301973
57,0.0008951,57.17024508,-0.617286771,-1.595126808
57,0.0008952,57.03804256,-0.611053516,-1.028582378
57,0.0008953,56.90509837,-0.604677191,-0.463395162
57,0.0008954,56.77141688,-0.59815828,0.100426167
57,0.0008955,56.63700251,-0.591497269,0.662872982
57,0.0008956,56.50185965,-0.584694644,1.223936706
57,0.0008957,56.36599271,-0.577750894,1.783608807
57,0.0008958,56.22940611,-0.57066651,2.341880803
57,0.0008959,56.09210426,-0.563441985,2.89874426
57,0.000896,55.95409158,-0.556077813,3.454190791
57,0.0008961,55.81537251,-0.54857449,4.00821206
57,0.0008962,55.67595148,-0.540932515,4.560799776
57,0.0008963,55.53583292,-0.533152386,5.111945697
57,0.0008964,55.39502128,-0.525234606,5.661641632
57,0.0008965,55.25352101,-0.517179677,6.209879434
57,0.0008966,55.11133655,-0.508988104,6.75665101
57,0.0008967,54.96847236,-0.500660395,7.30194831
57,0.0008968,54.8249329,-0.492197056,7.845763337
57,0.0008969,54.68072263,-0.483598599,8.388088141
57,0.000897,54.53584602,-0.474865535,8.928914819
57,0.0008971,54.39030755,-0.465998376,9.468235521
57,0.0008972,54.24411168,-0.456997639,10.00604244
57,0.0008973,54.0972629,-0.447863839,10.54232783
57,0.0008974,53.94976568,-0.438597495,11.07708397
57,0.0008975,53.80162452,-0.429199125,11.61030322
57,0.0008976,53.65284389,-0.419669252,12.14197796
57,0.0008977,53.5034283,-0.410008399,12.67210064
57,0.0008978,53.35338224,-0.400217089,13.20066374
57,0.0008979,53.20271021,-0.390295848,13.72765981
57,0.000898,53.05141671,-0.380245204,14.25308144
57,0.0008981,52.89950623,-0.370065686,14.77692127
57,0.0008982,52.7469833,-0.359757824,15.29917197
57,0.0008983,52.59385241,-0.349322149,15.8198263
57,0.0008984,52.44011809,-0.338759196,16.33887703
57,0.0008985,52.28578484,-0.328069499,16.856317
57,0.0008986,52.13085718,-0.317253595,17.3721391
57,0.0008987,51.97533962,-0.306312019,17.88633627
57,0.0008988,51.8192367,-0.295245313,18.39890148
57,0.0008989,51.66255294,-0.284054015,18.90982777
57,0.000899,51.50529285,-0.272738669,19.41910823
57,0.0008991,51.34746097,-0.261299816,19.92673599
57,0.0008992,51.18906182,-0.249738002,20.43270424
57,0.0008993,51.03009993,-0.238053771,20.93700619
57,0.0008994,50.87057985,-0.226247672,21.43963515
57,0.0008995,50.71050609,-0.214320252,21.94058444
57,0.0008996,50.54988319,-0.202272062,22.43984744
57,0.0008997,50.38871569,-0.190103651,22.93741759
57,0.0008998,50.22700813,-0.177815573,23.43328837
57,0.0008999,50.06476505,-0.165408381,23.92745331
57,0.0009,49.90199097,-0.152882629,24.41990599
57,0.0009001,49.73869045,-0.140238873,24.91064005
57,0.0009002,49.57486803,-0.12747767,25.39964916
57,0.0009003,49.41052823,-0.114599579,25.88692706
