cycle,t,V_drive,i,i_m,v_C
65,0.0010197999999997827,0,57.30994488472747,-0.8824630464782527,-3.1105563219775596
65,0.0010198999999997827,0,57.180039232876084,-0.8766084842391958,-2.5400425187304445
65,0.0010199999999997828,0,57.049378786002194,-0.8706094287982235,-1.9708596979744124
65,0.0010200999999997829,0,56.9179679191822,-0.8644663578410419,-1.4030166762606828
65,0.001020199999999783,0,56.785811013280636,-0.8581797509678187,-0.8365222225643765
65,0.001020299999999783,0,56.65291245484618,-0.8517500896789344,-0.2713850582089995
65,0.001020399999999783,0,56.51927663600786,-0.8451778573607254,0.29238614320791345
65,0.001020499999999783,0,56.3849079543713,-0.8384635392712205,0.8547827558879976
65,0.0010205999999997831,0,56.24981081291513,-0.8316076225258704,1.4157962019041008
65,0.0010206999999997832,0,56.11398961988749,-0.8246105960832701,1.9754179512711694
65,0.0010207999999997833,0,55.977448788702695,-0.8174729507308756,2.5336395220159806
65,0.0010208999999997833,0,55.84019273783797,-0.810195179070714,3.0904524802457214
65,0.0010209999999997834,0,55.70222589073034,-0.8027777755050892,3.6458484402154143
65,0.0010210999999997834,0,55.56355267567368,-0.7952212362222802,4.199819064394193
65,0.0010211999999997835,0,55.424177525715805,-0.7875260591822364,4.752356063530428
65,0.0010212999999997835,0,55.28410487855582,-0.7796927441022667,5.303451196715702
65,0.0010213999999997836,0,55.14333917644148,-0.7717217924427252,5.853096271447645
65,0.0010214999999997836,0,55.001884866066746,-0.7636137073926917,6.401283143691607
65,0.0010215999999997837,0,54.85974639846949,-0.7553689938556498,6.9480037179412095
65,0.0010216999999997838,0,54.7169282289293,-0.7469881584351599,7.4932499472777305
65,0.0010217999999997838,0,54.57343481686544,-0.73847170942053,8.037013833428363
65,0.0010218999999997839,0,54.429270625735,-0.7298201567724837,8.579287426823324
65,0.001021999999999784,0,54.28444012293109,-0.721034012108825,9.120062826651829
65,0.001022099999999784,0,54.13894777968127,-0.7121137886901009,9.659332180916927
65,0.001022199999999784,0,53.9927980709461,-0.7030600014052624,10.197087686489196
65,0.001022299999999784,0,53.845995475317835,-0.6938731667573236,10.733321589159308
65,0.0010223999999997842,0,53.698544474919245,-0.6845538028490193,11.268026183689457
65,0.0010224999999997842,0,53.55044955530265,-0.6751024293684618,11.801193813863655
65,0.0010225999999997843,0,53.401715205349056,-0.6655195675747961,12.3328168725369
65,0.0010226999999997843,0,53.25234591716749,-0.6558057402838564,12.862887801683213
65,0.0010227999999997844,0,53.10234618599444,-0.6459614718538199,13.39139909244254
65,0.0010228999999997844,0,52.951720510093516,-0.6359872881708631,13.918343285166543
